,LOAN IDENTIFIER,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR,LOAN_COUNT,VINTAGE_YEAR,VINTAGE_MONTH,LTV_BUCKET,UPB_BUCKET,FICO_BUCKET,TERM_BUCKET,INT_RT_BUCKET
489,101035970028,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.625,176000,360,03/2017,05/2017,90,90,2,38,726.0,N,P,SF,1,S,TN,371,25.0,FRM,805.0,2.0,N,1,2017,3,90,150000,700.0,360,4.625
490,101037540517,R,OTHER,4.125,582000,360,04/2017,06/2017,50,50,1,38,698.0,N,R,CO,1,P,CA,904,,FRM,,,N,1,2017,4,50,550000,650.0,360,4.125
491,101038926000,R,OTHER,5.0,84000,360,05/2017,07/2017,80,80,1,37,748.0,N,P,SF,1,I,GA,302,,FRM,,,N,1,2017,5,80,50000,700.0,360,5.0
492,101040632270,R,QUICKEN LOANS INC.,4.125,162000,240,02/2017,04/2017,70,70,2,32,688.0,N,C,SF,1,P,PA,190,,FRM,790.0,,N,1,2017,2,70,150000,650.0,240,4.125
493,101041147156,R,"LOANDEPOT.COM, LLC",5.0,85000,360,04/2017,06/2017,65,65,1,43,764.0,N,R,SF,1,I,SD,577,,FRM,,,N,1,2017,4,60,50000,750.0,360,5.0
494,101041503443,R,OTHER,4.5,632000,360,05/2017,07/2017,49,76,2,33,808.0,N,P,PU,1,P,CA,950,,FRM,809.0,,N,1,2017,5,40,600000,800.0,360,4.5
495,101041841986,R,"CALIBER HOME LOANS, INC.",4.99,107000,360,03/2017,05/2017,97,97,1,22,748.0,Y,P,CO,1,P,GA,303,25.0,FRM,,2.0,N,1,2017,3,90,100000,700.0,360,4.875
496,101045066720,R,OTHER,3.5,108000,180,05/2017,07/2017,80,80,1,27,727.0,N,P,PU,1,P,IL,605,,FRM,,,N,1,2017,5,80,100000,700.0,180,3.5
497,101045472002,R,OTHER,4.25,131000,360,04/2017,06/2017,95,95,2,21,813.0,N,P,PU,1,P,NC,287,30.0,FRM,787.0,1.0,N,1,2017,4,90,100000,800.0,360,4.25
498,101054446461,R,OTHER,4.5,283000,360,03/2017,05/2017,80,80,1,28,809.0,N,P,PU,1,P,CO,809,,FRM,,,N,1,2017,3,80,250000,800.0,360,4.5
499,101056549401,R,OTHER,3.5,40000,180,06/2017,08/2017,31,31,1,45,795.0,N,P,SF,1,P,MI,480,,FRM,,,N,1,2017,6,30,0,750.0,180,3.5
500,101056975458,C,OTHER,4.125,103000,360,04/2017,06/2017,59,59,1,36,806.0,N,R,PU,1,P,TX,770,,FRM,,,N,1,2017,4,50,100000,800.0,360,4.125
501,101058636660,C,OTHER,4.25,223000,360,03/2017,05/2017,80,80,2,25,781.0,N,P,PU,1,P,TN,379,,FRM,723.0,,N,1,2017,3,80,200000,750.0,360,4.25
502,101058806979,R,OTHER,3.875,200000,120,04/2017,06/2017,40,40,2,18,804.0,N,C,SF,1,P,CA,957,,FRM,800.0,,N,1,2017,4,40,200000,800.0,120,3.875
503,101059985422,C,"WELLS FARGO BANK, N.A.",4.375,187000,360,03/2017,05/2017,67,67,1,41,741.0,N,C,SF,1,P,CA,953,,FRM,,,N,1,2017,3,60,150000,700.0,360,4.375
504,101061300794,R,OTHER,4.0,180000,180,04/2017,06/2017,53,53,1,30,644.0,N,C,SF,1,P,NJ,70,,FRM,,,N,1,2017,4,50,150000,600.0,180,4.0
505,101061373702,R,OTHER,3.625,135000,180,04/2017,06/2017,49,49,2,19,797.0,N,R,SF,1,P,CA,924,,FRM,737.0,,N,1,2017,4,40,100000,750.0,180,3.625
506,101064998173,R,OTHER,4.375,161000,360,04/2017,06/2017,67,67,2,40,649.0,Y,P,PU,1,P,TN,370,,FRM,642.0,,N,1,2017,4,60,150000,600.0,360,4.375
507,101065666629,R,OTHER,4.625,293000,360,06/2017,08/2017,69,69,1,46,674.0,N,C,CO,1,P,FL,330,,FRM,,,N,1,2017,6,60,250000,650.0,360,4.625
508,101066819705,R,OTHER,4.625,152000,240,04/2017,06/2017,79,79,1,33,649.0,N,R,SF,1,P,GA,300,,FRM,,,N,1,2017,4,70,150000,600.0,240,4.625
509,101066947585,R,OTHER,4.25,130000,360,05/2017,07/2017,65,65,1,20,783.0,N,P,CO,1,P,MN,554,,FRM,,,N,1,2017,5,60,100000,750.0,360,4.25
510,101067013084,R,"WELLS FARGO BANK, N.A.",4.25,80000,360,05/2017,07/2017,34,34,2,38,787.0,N,P,PU,1,P,FL,335,,FRM,808.0,,N,1,2017,5,30,50000,750.0,360,4.25
511,101067353689,B,OTHER,3.625,129000,180,06/2017,08/2017,53,53,1,27,744.0,N,R,CO,1,P,CA,913,,FRM,,,N,1,2017,6,50,100000,700.0,180,3.625
512,101068351368,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.25,120000,360,03/2017,05/2017,80,80,1,43,790.0,Y,P,PU,1,P,FL,329,,FRM,,,N,1,2017,3,80,100000,750.0,360,4.25
513,101068550490,B,OTHER,4.0,424000,360,05/2017,07/2017,85,85,2,26,814.0,N,P,PU,1,P,VA,221,12.0,FRM,811.0,1.0,N,1,2017,5,80,400000,800.0,360,4.0
514,101069668148,R,OTHER,3.75,424000,360,05/2017,07/2017,58,58,2,32,762.0,N,P,PU,1,P,CO,803,,FRM,785.0,,N,1,2017,5,50,400000,750.0,360,3.75
515,101070612782,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,203000,360,04/2017,06/2017,90,90,1,49,793.0,N,P,SF,1,P,IL,604,25.0,FRM,,1.0,N,1,2017,4,90,200000,750.0,360,4.375
516,101071861680,C,OTHER,4.375,67000,360,05/2017,07/2017,95,95,2,32,700.0,Y,P,SF,1,P,IA,526,30.0,FRM,649.0,1.0,N,1,2017,5,90,50000,700.0,360,4.375
517,101073180220,R,OTHER,4.875,584000,360,03/2017,05/2017,95,95,2,39,680.0,Y,P,CO,1,P,CA,926,30.0,FRM,684.0,1.0,N,1,2017,3,90,550000,650.0,360,4.875
518,101074663272,R,OTHER,4.375,424000,360,03/2017,05/2017,89,89,2,37,768.0,N,P,SF,1,P,OR,970,25.0,FRM,791.0,1.0,N,1,2017,3,80,400000,750.0,360,4.375
519,101081136022,B,"CITIMORTGAGE, INC.",4.25,275000,360,05/2017,07/2017,47,47,2,43,684.0,N,C,SF,1,P,CA,928,,FRM,697.0,,N,1,2017,5,40,250000,650.0,360,4.25
520,101083732800,C,"AMERIHOME MORTGAGE COMPANY, LLC",3.375,203000,180,05/2017,08/2017,77,77,1,35,818.0,N,R,SF,1,P,MO,640,,FRM,,,N,1,2017,5,70,200000,800.0,180,3.375
521,101087850177,R,SUNTRUST BANK,3.3,236000,180,05/2017,07/2017,66,66,1,27,641.0,N,R,PU,1,P,FL,331,,FRM,,,N,1,2017,5,60,200000,600.0,180,3.25
522,101088741771,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,300000,240,03/2017,05/2017,32,32,2,41,763.0,N,R,SF,1,P,CA,915,,FRM,789.0,,N,1,2017,3,30,300000,750.0,240,4.125
523,101089476045,C,OTHER,4.375,212000,360,04/2017,06/2017,90,90,1,40,756.0,Y,P,SF,1,P,NJ,88,25.0,FRM,,1.0,N,1,2017,4,90,200000,750.0,360,4.375
524,101089535915,R,OTHER,4.125,375000,360,03/2017,05/2017,80,80,2,31,807.0,N,P,PU,1,S,WA,983,,FRM,807.0,,N,1,2017,3,80,350000,800.0,360,4.125
525,101095129945,R,DITECH FINANCIAL LLC,4.75,143000,360,03/2017,05/2017,55,55,1,40,625.0,N,C,PU,1,P,NV,891,,FRM,,,N,1,2017,3,50,100000,600.0,360,4.75
526,101095598263,C,OTHER,4.375,92000,360,05/2017,07/2017,71,80,1,41,747.0,Y,P,SF,1,P,WI,535,,FRM,,,N,1,2017,5,70,50000,700.0,360,4.375
527,101096762458,B,"FLAGSTAR BANK, FSB",3.5,205000,180,05/2017,07/2017,54,54,2,35,673.0,N,C,PU,1,P,CO,801,,FRM,678.0,,N,1,2017,5,50,200000,650.0,180,3.5
528,101098436689,B,QUICKEN LOANS INC.,4.25,265000,360,04/2017,06/2017,70,70,2,41,691.0,N,R,SF,2,P,NJ,70,,FRM,749.0,,N,1,2017,4,70,250000,650.0,360,4.25
529,101099412183,C,OTHER,4.375,125000,360,04/2017,06/2017,90,90,1,45,729.0,N,R,PU,1,P,SC,295,25.0,FRM,,1.0,N,1,2017,4,90,100000,700.0,360,4.375
530,101099992441,R,OTHER,4.375,98000,360,05/2017,07/2017,90,90,1,43,796.0,Y,P,SF,1,P,WA,986,25.0,FRM,,1.0,N,1,2017,5,90,50000,750.0,360,4.375
531,101100303073,C,DITECH FINANCIAL LLC,3.0,390000,180,05/2017,07/2017,73,73,2,42,782.0,N,R,PU,1,P,SC,299,,FRM,793.0,,N,1,2017,5,70,350000,750.0,180,3.0
532,101102819797,R,OTHER,4.0,95000,360,03/2017,05/2017,95,95,1,33,809.0,Y,P,SF,1,P,MI,482,30.0,FRM,,1.0,N,1,2017,3,90,50000,800.0,360,4.0
533,101102824020,R,OTHER,4.375,162000,360,05/2017,07/2017,95,95,2,31,675.0,Y,P,SF,1,P,WI,532,25.0,FRM,682.0,1.0,N,1,2017,5,90,150000,650.0,360,4.375
534,101104794856,R,SUNTRUST BANK,4.1,359000,360,03/2017,05/2017,80,80,1,36,776.0,N,P,PU,1,P,MD,208,,FRM,,,N,1,2017,3,80,350000,750.0,360,4.0
535,101106373810,R,OTHER,3.625,399000,240,04/2017,06/2017,86,86,1,31,773.0,N,R,SF,1,P,CA,945,12.0,FRM,,1.0,N,1,2017,4,80,350000,750.0,240,3.625
536,101108089557,C,OTHER,4.5,84000,360,04/2017,06/2017,60,60,1,35,732.0,N,R,SF,1,I,IA,523,,FRM,,,N,1,2017,4,60,50000,700.0,360,4.5
537,101110605645,R,OTHER,4.125,401000,360,04/2017,06/2017,85,85,2,18,809.0,N,P,PU,1,P,AL,368,12.0,FRM,782.0,2.0,N,1,2017,4,80,400000,800.0,360,4.125
538,101112013936,B,OTHER,4.875,401000,360,03/2017,05/2017,95,95,2,36,759.0,Y,P,SF,1,P,CA,925,30.0,FRM,738.0,2.0,N,1,2017,3,90,400000,750.0,360,4.875
539,101112071939,R,OTHER,4.375,361000,360,05/2017,07/2017,80,95,2,40,779.0,N,P,PU,1,P,CO,805,,FRM,805.0,,N,1,2017,5,80,350000,750.0,360,4.375
540,101113959166,R,"WELLS FARGO BANK, N.A.",4.5,330000,360,03/2017,05/2017,95,95,2,29,722.0,Y,P,PU,1,P,MD,211,30.0,FRM,727.0,2.0,N,1,2017,3,90,300000,700.0,360,4.5
541,101115347307,R,OTHER,4.25,201000,360,03/2017,05/2017,95,95,2,42,742.0,Y,P,PU,1,P,MO,641,30.0,FRM,702.0,1.0,N,1,2017,3,90,200000,700.0,360,4.25
542,101117557502,C,OTHER,5.0,174000,360,03/2017,05/2017,80,80,2,47,788.0,N,P,PU,1,I,TX,762,,FRM,774.0,,N,1,2017,3,80,150000,750.0,360,5.0
543,101118707846,R,OTHER,3.625,253000,360,09/2016,11/2016,95,95,1,41,808.0,N,P,SF,1,P,FL,321,30.0,FRM,,1.0,N,1,2016,9,90,250000,800.0,360,3.625
544,101118937997,C,OTHER,4.5,106000,360,04/2017,06/2017,80,80,1,19,727.0,N,P,SF,1,P,MI,484,,FRM,,,N,1,2017,4,80,100000,700.0,360,4.5
545,101121126373,B,"CALIBER HOME LOANS, INC.",4.125,250000,360,05/2017,07/2017,41,41,1,44,725.0,N,C,SF,1,P,CA,921,,FRM,,,N,1,2017,5,40,250000,700.0,360,4.125
546,101121749268,R,OTHER,4.625,112000,360,03/2017,05/2017,75,75,1,36,752.0,N,C,CO,1,P,FL,331,,FRM,,,N,1,2017,3,70,100000,750.0,360,4.625
547,101122435643,C,PENNYMAC CORP.,4.5,126000,360,03/2017,05/2017,75,75,1,34,794.0,N,P,CO,1,I,MO,631,,FRM,,,N,1,2017,3,70,100000,750.0,360,4.5
548,101124490979,R,QUICKEN LOANS INC.,3.875,255000,180,03/2017,05/2017,54,54,1,39,651.0,N,C,SF,1,P,TX,770,,FRM,,,N,1,2017,3,50,250000,650.0,180,3.875
549,101128274130,R,QUICKEN LOANS INC.,4.18,390000,360,04/2017,06/2017,95,95,1,34,700.0,Y,P,PU,1,P,FL,325,30.0,FRM,,1.0,Y,1,2017,4,90,350000,700.0,360,4.125
550,101129005555,R,QUICKEN LOANS INC.,4.5,128000,360,03/2017,05/2017,79,79,1,44,734.0,N,C,SF,1,P,OR,974,,FRM,,,N,1,2017,3,70,100000,700.0,360,4.5
551,101131131762,B,OTHER,4.375,532000,360,05/2017,07/2017,63,63,1,44,726.0,N,C,SF,1,P,CA,910,,FRM,,,N,1,2017,5,60,500000,700.0,360,4.375
552,101133677797,R,OTHER,3.75,31000,120,02/2017,04/2017,13,13,2,38,784.0,N,R,SF,1,P,TX,758,,FRM,726.0,,N,1,2017,2,10,0,750.0,120,3.75
553,101134743248,R,OTHER,4.125,140000,180,04/2017,06/2017,70,70,1,36,635.0,N,C,SF,1,P,TN,370,,FRM,,,N,1,2017,4,70,100000,600.0,180,4.125
554,101136673040,R,OTHER,4.375,200000,360,05/2017,07/2017,58,58,2,43,796.0,N,P,PU,1,S,CA,922,,FRM,785.0,,N,1,2017,5,50,200000,750.0,360,4.375
555,101137331046,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.0,296000,360,04/2017,06/2017,64,64,1,34,754.0,N,P,PU,1,P,IL,601,,FRM,,,N,1,2017,4,60,250000,750.0,360,4.0
556,101138380271,R,OTHER,3.5,150000,180,05/2017,07/2017,72,72,1,42,713.0,N,C,SF,1,P,IN,474,,FRM,,,N,1,2017,5,70,150000,700.0,180,3.5
557,101138804537,R,OTHER,3.25,240000,180,05/2017,07/2017,76,76,1,44,794.0,N,P,SF,1,P,OH,436,,FRM,,,N,1,2017,5,70,200000,750.0,180,3.25
558,101141142989,R,"WELLS FARGO BANK, N.A.",4.125,138000,180,03/2017,05/2017,40,40,2,28,743.0,N,C,SF,1,P,ND,585,,FRM,679.0,,N,1,2017,3,40,100000,700.0,180,4.125
559,101141701178,C,PMTT4,4.375,194000,360,05/2017,07/2017,74,74,2,39,770.0,Y,P,SF,1,P,CA,960,,FRM,818.0,,N,1,2017,5,70,150000,750.0,360,4.375
560,101143722197,C,"WELLS FARGO BANK, N.A.",4.25,375000,360,04/2017,06/2017,75,75,1,49,811.0,Y,P,SF,2,P,NY,114,,FRM,,,N,1,2017,4,70,350000,800.0,360,4.25
561,101145256421,C,OTHER,4.75,320000,360,05/2017,07/2017,80,80,1,33,695.0,N,C,SF,1,P,TX,752,,FRM,,,N,1,2017,5,80,300000,650.0,360,4.75
562,101147674130,R,OTHER,4.625,196000,360,04/2017,06/2017,59,59,1,48,658.0,N,R,CO,1,P,CA,903,,FRM,,,N,1,2017,4,50,150000,650.0,360,4.625
563,101152556833,C,"FLAGSTAR BANK, FSB",3.25,357000,180,02/2017,04/2017,70,70,1,33,769.0,N,P,PU,1,P,TX,774,,FRM,,,N,1,2017,2,70,350000,750.0,180,3.25
564,101159258921,C,"WELLS FARGO BANK, N.A.",3.875,306000,360,04/2017,06/2017,84,84,2,47,799.0,Y,P,SF,1,P,TX,787,12.0,FRM,788.0,1.0,N,1,2017,4,80,300000,750.0,360,3.875
565,101160416821,R,OTHER,5.125,147000,360,04/2017,06/2017,70,70,1,29,733.0,N,C,SF,3,I,RI,28,,FRM,,,N,1,2017,4,70,100000,700.0,360,5.125
566,101160426938,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.25,295000,360,05/2017,07/2017,80,80,1,44,795.0,N,P,SF,1,P,IL,601,,FRM,,,N,1,2017,5,80,250000,750.0,360,4.25
567,101161599512,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,250000,360,01/2017,03/2017,75,75,1,35,755.0,N,P,SF,1,P,WA,981,,FRM,,,N,1,2017,1,70,250000,750.0,360,3.75
568,101161966720,R,OTHER,3.375,120000,180,04/2017,06/2017,64,64,2,33,782.0,N,P,MH,1,P,OR,974,,FRM,771.0,,N,1,2017,4,60,100000,750.0,180,3.375
569,101165300468,C,U.S. BANK N.A.,4.75,176000,360,04/2017,06/2017,93,103,2,39,675.0,Y,P,PU,1,P,AZ,853,16.0,FRM,648.0,1.0,N,1,2017,4,90,150000,650.0,360,4.75
570,101166229946,R,"MOVEMENT MORTGAGE, LLC",3.375,208000,180,05/2017,07/2017,80,80,1,45,809.0,N,P,CO,1,P,TN,372,,FRM,,,N,1,2017,5,80,200000,800.0,180,3.375
571,101166394694,R,"WELLS FARGO BANK, N.A.",4.375,186000,360,03/2017,05/2017,65,65,1,34,723.0,N,P,SF,1,P,NE,680,,FRM,,,N,1,2017,3,60,150000,700.0,360,4.375
572,101168878510,B,OTHER,4.25,531000,180,05/2017,07/2017,90,90,1,39,716.0,N,P,SF,1,P,MA,21,12.0,FRM,,1.0,N,1,2017,5,90,500000,700.0,180,4.25
573,101171522119,C,"WELLS FARGO BANK, N.A.",3.75,352000,360,05/2017,07/2017,95,95,1,35,791.0,N,P,SF,1,P,VA,201,30.0,FRM,,1.0,N,1,2017,5,90,350000,750.0,360,3.75
574,101171781349,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.25,354000,300,06/2017,08/2017,69,69,2,45,703.0,N,R,SF,1,P,CA,913,,FRM,709.0,,N,1,2017,6,60,350000,700.0,300,4.25
575,101174280365,R,OTHER,3.5,424000,180,04/2017,06/2017,26,26,2,37,769.0,N,R,SF,1,P,CA,913,,FRM,762.0,,N,1,2017,4,20,400000,750.0,180,3.5
576,101174541449,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,365000,360,04/2017,06/2017,74,74,1,49,785.0,N,P,PU,1,P,GA,301,,FRM,,,N,1,2017,4,70,350000,750.0,360,4.125
577,101175471277,R,OTHER,4.625,330000,360,04/2017,06/2017,80,80,2,24,789.0,N,C,PU,1,P,WA,980,,FRM,803.0,,N,1,2017,4,80,300000,750.0,360,4.625
578,101177248480,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,140000,360,01/2017,03/2017,63,63,1,29,813.0,N,P,PU,1,P,TN,371,,FRM,,,N,1,2017,1,60,100000,800.0,360,4.125
579,101182160309,C,"FLAGSTAR BANK, FSB",3.25,330000,180,04/2017,06/2017,69,69,2,37,790.0,N,C,SF,1,P,CA,917,,FRM,778.0,,N,1,2017,4,60,300000,750.0,180,3.25
580,101188298552,R,OTHER,5.0,50000,120,06/2017,08/2017,35,35,1,26,751.0,N,C,SF,1,I,AZ,850,,FRM,,,N,1,2017,6,30,50000,750.0,120,5.0
581,101191170628,R,OTHER,4.175,91000,360,04/2017,06/2017,95,95,1,22,734.0,Y,P,SF,1,P,IL,627,30.0,FRM,,1.0,N,1,2017,4,90,50000,700.0,360,4.125
582,101193241726,C,SUNTRUST BANK,4.0,86000,360,03/2017,05/2017,36,36,1,43,774.0,N,P,PU,1,P,PA,170,,FRM,,,N,1,2017,3,30,50000,750.0,360,4.0
583,101199466172,R,OTHER,4.0,140000,180,05/2017,07/2017,75,75,2,44,761.0,N,C,SF,2,P,MA,10,,FRM,702.0,,N,1,2017,5,70,100000,750.0,180,4.0
584,101199943095,C,"WELLS FARGO BANK, N.A.",4.375,200000,360,05/2017,07/2017,69,69,1,48,787.0,N,P,CO,1,P,CA,921,,FRM,,,N,1,2017,5,60,200000,750.0,360,4.375
585,101202987888,C,"NATIONSTAR MORTGAGE, LLC",4.125,424000,360,05/2017,07/2017,80,80,2,49,743.0,N,P,SF,1,P,IL,600,,FRM,791.0,,N,1,2017,5,80,400000,700.0,360,4.125
586,101205462314,R,"WELLS FARGO BANK, N.A.",4.5,55000,360,04/2017,06/2017,65,65,1,24,709.0,Y,P,SF,1,P,AL,354,,FRM,,,N,1,2017,4,60,50000,700.0,360,4.5
587,101207445391,R,QUICKEN LOANS INC.,4.5,328000,240,02/2017,04/2017,80,80,2,36,778.0,N,C,SF,1,P,CA,923,,FRM,649.0,,N,1,2017,2,80,300000,750.0,240,4.5
588,101210313430,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.625,225000,300,12/2016,03/2017,62,62,1,25,801.0,N,R,CO,1,P,CO,801,,FRM,,,N,1,2016,12,60,200000,800.0,300,3.625
589,101214764932,R,OTHER,4.5,72000,180,06/2017,08/2017,70,70,1,36,620.0,N,C,SF,1,P,TX,779,,FRM,,,N,1,2017,6,70,50000,600.0,180,4.5
590,101215541361,C,OTHER,4.25,360000,360,01/2017,03/2017,80,80,2,45,698.0,N,P,SF,1,P,WA,980,,FRM,678.0,,N,1,2017,1,80,350000,650.0,360,4.25
591,101217920790,R,QUICKEN LOANS INC.,3.99,82000,180,04/2017,06/2017,70,70,1,38,772.0,N,R,SF,1,P,TX,770,,FRM,,,N,1,2017,4,70,50000,750.0,180,3.875
592,101218793483,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",5.125,137000,360,05/2017,07/2017,75,75,1,45,729.0,N,C,SF,1,I,GA,300,,FRM,,,N,1,2017,5,70,100000,700.0,360,5.125
593,101219785272,R,QUICKEN LOANS INC.,4.5,272000,240,03/2017,05/2017,80,80,1,41,694.0,N,C,PU,1,P,NJ,86,,FRM,,,N,1,2017,3,80,250000,650.0,240,4.5
594,101220709488,R,OTHER,4.125,127000,360,05/2017,07/2017,75,75,1,38,757.0,N,P,CO,1,P,VA,201,,FRM,,,N,1,2017,5,70,100000,750.0,360,4.125
595,101220911595,C,"WELLS FARGO BANK, N.A.",4.25,248000,360,05/2017,07/2017,80,80,2,25,751.0,N,R,SF,1,P,CA,923,,FRM,754.0,,N,1,2017,5,80,200000,750.0,360,4.25
596,101224885890,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,108000,360,05/2017,07/2017,90,90,1,22,796.0,Y,P,SF,1,P,OR,970,25.0,FRM,,1.0,N,1,2017,5,90,100000,750.0,360,4.375
597,101226579209,C,"WELLS FARGO BANK, N.A.",3.375,120000,180,04/2017,06/2017,97,97,1,24,769.0,N,R,SF,1,P,IN,471,35.0,FRM,,1.0,N,1,2017,4,90,100000,750.0,180,3.375
598,101226655372,R,OTHER,4.875,83000,360,03/2017,05/2017,75,75,1,45,813.0,N,P,SF,2,I,TX,799,,FRM,,,N,1,2017,3,70,50000,800.0,360,4.875
599,101227918144,R,"CALIBER HOME LOANS, INC.",4.8,382000,360,04/2017,06/2017,80,80,2,48,747.0,N,P,CO,1,S,TX,752,,FRM,765.0,,N,1,2017,4,80,350000,700.0,360,4.75
600,101230049937,C,DITECH FINANCIAL LLC,4.49,224000,360,03/2017,05/2017,80,80,2,32,746.0,N,C,SF,1,P,MN,551,,FRM,746.0,,N,1,2017,3,80,200000,700.0,360,4.375
601,101232770604,R,OTHER,4.375,340000,360,03/2017,05/2017,66,66,2,30,731.0,N,P,PU,1,P,FL,349,,FRM,695.0,,N,1,2017,3,60,300000,700.0,360,4.375
602,101233308857,R,"LOANDEPOT.COM, LLC",4.75,213000,360,05/2017,07/2017,82,82,2,40,741.0,N,R,SF,1,P,LA,704,12.0,FRM,730.0,2.0,N,1,2017,5,80,200000,700.0,360,4.75
603,101233688036,R,OTHER,4.625,118000,360,05/2017,07/2017,97,97,1,34,794.0,Y,P,SF,1,P,TX,761,25.0,FRM,,1.0,N,1,2017,5,90,100000,750.0,360,4.625
604,101235668914,R,OTHER,4.25,257000,360,05/2017,07/2017,77,77,2,20,790.0,N,P,PU,1,P,TX,760,,FRM,812.0,,N,1,2017,5,70,250000,750.0,360,4.25
605,101240219158,R,"WELLS FARGO BANK, N.A.",5.625,223000,360,03/2017,05/2017,97,97,1,27,626.0,Y,P,PU,1,P,NC,282,25.0,FRM,,2.0,N,1,2017,3,90,200000,600.0,360,5.625
606,101240645934,R,QUICKEN LOANS INC.,4.625,159000,360,05/2017,07/2017,80,80,1,43,702.0,N,P,CO,1,P,NJ,87,,FRM,,,N,1,2017,5,80,150000,700.0,360,4.625
607,101243178729,R,OTHER,3.75,109000,180,05/2017,08/2017,68,68,1,18,752.0,N,C,PU,1,P,IN,474,,FRM,,,N,1,2017,5,60,100000,750.0,180,3.75
608,101243847177,C,"FLAGSTAR BANK, FSB",3.5,51000,180,05/2017,07/2017,70,70,2,29,795.0,N,C,SF,1,I,MO,631,,FRM,782.0,,N,1,2017,5,70,50000,750.0,180,3.5
609,101253590114,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,264000,360,02/2017,04/2017,54,54,1,13,815.0,N,P,PU,1,P,CO,801,,FRM,,,N,1,2017,2,50,250000,800.0,360,4.625
610,101254672383,C,"WELLS FARGO BANK, N.A.",4.25,100000,360,01/2017,03/2017,95,95,2,23,769.0,Y,P,SF,1,P,LA,705,30.0,FRM,781.0,1.0,N,1,2017,1,90,100000,750.0,360,4.25
611,101255253524,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.875,126000,360,03/2017,05/2017,97,97,2,43,675.0,Y,P,CO,1,P,IL,600,25.0,FRM,720.0,1.0,N,1,2017,3,90,100000,650.0,360,4.875
612,101257698478,R,QUICKEN LOANS INC.,4.18,372000,360,03/2017,05/2017,78,78,1,34,726.0,N,R,SF,1,P,PA,191,,FRM,,,N,1,2017,3,70,350000,700.0,360,4.125
613,101259777374,R,OTHER,4.875,156000,360,05/2017,07/2017,65,65,1,45,766.0,N,P,SF,1,I,CA,923,,FRM,,,N,1,2017,5,60,150000,750.0,360,4.875
614,101259945849,B,QUICKEN LOANS INC.,4.18,112000,360,05/2017,07/2017,79,79,1,22,764.0,Y,P,SF,1,P,PA,151,,FRM,,,N,1,2017,5,70,100000,750.0,360,4.125
615,101263388218,C,OTHER,4.5,99000,360,05/2017,07/2017,59,59,1,37,647.0,Y,P,PU,1,P,CA,960,,FRM,,,N,1,2017,5,50,50000,600.0,360,4.5
616,101268278199,R,GUILD MORTGAGE COMPANY,4.375,97000,360,06/2017,08/2017,64,99,2,34,710.0,Y,P,SF,1,P,UT,843,,FRM,737.0,,N,1,2017,6,60,50000,700.0,360,4.375
617,101270989653,R,OTHER,4.29,200000,360,04/2017,06/2017,75,75,2,17,812.0,N,C,PU,1,P,OH,441,,FRM,812.0,,N,1,2017,4,70,200000,800.0,360,4.25
618,101273528696,C,"WELLS FARGO BANK, N.A.",4.0,200000,360,04/2017,06/2017,45,45,1,48,685.0,N,P,SF,1,P,MO,641,,FRM,,,N,1,2017,4,40,200000,650.0,360,4.0
619,101273752618,C,"NATIONSTAR MORTGAGE, LLC",4.125,423000,360,04/2017,06/2017,90,90,2,22,758.0,Y,P,SF,1,P,NJ,70,25.0,FRM,802.0,1.0,N,1,2017,4,90,400000,750.0,360,4.125
